Emotion,sentence,token
상처,잠깐 다툴 때 들었던 말인데. 이상하게 자꾸 생각나.,"['잠깐', '다툴', '때', '들었던', '말', '인데', '.', '이상하게', '자꾸', '생각나', '.']"
상처,아내랑 둘이 살았는데 세상을 떠났어.,"['아내', '랑', '둘', '이', '살았는데', '세상', '을', '떠났어', '.']"
상처,회사 후배가 너무 일을 잘해서 질투가 나.,"['회사', '후배', '가', '너무', '일', '을', '잘', '해서', '질투', '가', '나', '.']"
상처,어머니가 실질적인 가장이신데 동생도 아직어리고 경제적으로 불안해.,"['어머니', '가', '실질', '적', '인', '가장이', '신데', '동생', '도', '아직', '어리고', '경제', '적', '으로', '불안해', '.']"
상처,친구한테 화를 좀 내야겠어. 사람 놀리냐고.,"['친구', '한테', '화', '를', '좀', '내야겠어', '.', '사람', '놀리냐고', '.']"
상처,가면 갈수록 업무가 너무 많아져서 괴로워.,"['가면', '갈수록', '업무', '가', '너무', '많아져서', '괴로워', '.']"
상처,회사 부장이 자기가 잘못한 걸 내가 했다고 하라네.,"['회사', '부장', '이', '자기', '가', '잘못', '한', '걸', '내', '가', '했다고', '하라', '네', '.']"
상처,남자친구가 갑자기 이별을 통보했어. 너무 슬프고 버려진 느낌이야.,"['남자친구', '가', '갑자기', '이별', '을', '통보', '했어', '.', '너무', '슬프고', '버려진', '느낌', '이야', '.']"
상처,남편이 출장 간다고 하고선 친구들끼리 낚시여행을 다녀왔어.,"['남편', '이', '출장', '간다', '고', '하고', '선', '친구', '들', '끼리', '낚시', '여행', '을', '다녀왔어', '.']"
상처,보건 선생님이 내가 체육 시간에 보건실에 있었다는 걸 보셨으니 말해달라고 부탁드려야겠어.,"['보건', '선생님', '이', '내', '가', '체육', '시간', '에', '보건', '실', '에', '있었다는', '걸', '보셨으니', '말', '해달라고', '부탁드려야겠어', '.']"
상처,손자들이 나와 같이 살기 싫다고 해서 슬프네.,"['손자', '들', '이', '나와', '같이', '살기', '싫다고', '해서', '슬프네', '.']"
상처,내일 자격증 시험을 보러 가는데 친구들에 비해 많은 공부를 하지 못했어. 너무 불안해.,"['내일', '자격증', '시험', '을', '보러', '가는데', '친구', '들', '에', '비해', '많은', '공부', '를', '하지', '못', '했어', '.', '너무', '불안해', '.']"
상처,학업 문제 때문에 절망적인 기분이야.,"['학업', '문제', '때문', '에', '절망', '적', '인', '기분', '이야', '.']"
상처,충격받았지. 왜 나에게 말도 없이 그랬는지 궁금하고 너무 속상해.,"['충격', '받았지', '.', '왜', '나', '에게', '말', '도', '없이', '그랬는지', '궁금하고', '너무', '속상해', '.']"
상처,자식들이 우리랑 대화하려 하지 않아서 뭐라도 시도하기가 어려워.,"['자식', '들', '이', '우리', '랑', '대화', '하려', '하지', '않아서', '뭐라도', '시도', '하기가', '어려워', '.']"
상처,약사에게 내가 사겠다고 한 약이 있었는데 그걸 더 비싸게 부른 사람에게 팔았어.,"['약사', '에게', '내', '가', '사겠다고', '한', '약', '이', '있었는데', '그걸', '더', '비싸게', '부른', '사람', '에게', '팔았어', '.']"
상처,나는 아무것도 할 의지도 계획도 목표도 없어.,"['나', '는', '아무', '것', '도', '할', '의지', '도', '계획', '도', '목표', '도', '없어', '.']"
상처,내가 유행성 독감에 걸려서 나만 김 씨 생일잔치에 초대받지 못했어.,"['내', '가', '유행', '성', '독감', '에', '걸려서', '나', '만', '김', '씨', '생일', '잔치', '에', '초대', '받지', '못', '했어', '.']"
상처,맞아 친구들이 약속 시간을 제대로 잘 지켰으면 좋겠어.,"['맞아', '친구', '들', '이', '약속', '시간', '을', '제대로', '잘', '지켰으면', '좋겠어', '.']"
상처,근데 이 나이 먹고 새로운 사람을 만날 수 있을까? 힘들겠지?,"['근데', '이', '나이', '먹고', '새로운', '사람', '을', '만날', '수', '있을까', '?', '힘들겠지', '?']"
상처,죽기 전에 자식들에게 마음속으로 못했던 말을 다 전할 거야.,"['죽기', '전', '에', '자식', '들', '에게', '마음속', '으로', '못', '했던', '말', '을', '다', '전', '할', '거야', '.']"
상처,단지 나이를 먹었을 뿐인데 안 좋은 건 생기고 좋은 건 없어져 버리니 배신당한 기분이야.,"['단지', '나이', '를', '먹었을', '뿐', '인데', '안', '좋은', '건', '생기', '고', '좋은', '건', '없어져', '버리니', '배신', '당', '한', '기분', '이야', '.']"
상처,이런 희망 없는 비관적 상황을 타개할 방법은 사회가 다 같이 건전해져야 하는 수밖에 없는것 같아.,"['이런', '희망', '없는', '비관', '적', '상황', '을', '타개', '할', '방법', '은', '사회', '가', '다', '같이', '건전해져야', '하는', '수', '밖에', '없는것', '같아', '.']"
상처,돈도 못 버는데 병원비만 나가고 이게 뭐람. 불행한 인생이다.,"['돈', '도', '못', '버는데', '병원', '비만', '나가고', '이', '게', '뭐람', '.', '불행한', '인생', '이다', '.']"
상처,회사 동료들보다 조금 일찍 퇴직하게 됐어.,"['회사', '동료', '들', '보다', '조금', '일찍', '퇴직', '하게', '됐어', '.']"
상처,부모님이 내 편인지도 의심스럽고 독립을 해서 혼자 살아야 할까 고민이 돼.,"['부모님', '이', '내', '편', '인지도', '의심스럽고', '독립', '을', '해서', '혼자', '살아야', '할까', '고민', '이', '돼', '.']"
상처,내 와이셔츠에 영문 모를 립스틱 자국이 묻어있었는데 아내가 그걸 보고 나를 의심해서 너무 억울해.,"['내', '와이셔츠', '에', '영문', '모를', '립스틱', '자국', '이', '묻어있었는데', '아내', '가', '그걸', '보고', '나를', '의심', '해서', '너무', '억울해', '.']"
상처,아빠의 빚을 갚아야 되는 건 아는데 그래도 나아지는 게 없으니 월급날마다 서러워.,"['아빠', '의', '빚', '을', '갚아야', '되는', '건', '아는데', '그래도', '나아지는', '게', '없으니', '월급', '날', '마다', '서러워', '.']"
상처,노후준비를 위해 보험을 들어놓은 게 몇 개 있어.,"['노후', '준비', '를', '위해', '보험', '을', '들어놓은', '게', '몇', '개', '있어', '.']"
상처,노인정에 가서 친구들이랑 바둑이나 둘까. 그들과 낄낄거리면서 놀면 기분이 나아져.,"['노', '인정', '에', '가서', '친구', '들', '이랑', '바둑', '이나', '둘까', '.', '그', '들', '과', '낄낄', '거리', '면서', '놀면', '기분', '이', '나아져', '.']"
상처,맞아. 항상 혼자 술을 드시는 게 좋게 보이지만은 않아.,"['맞아', '.', '항상', '혼자', '술', '을', '드시는', '게', '좋게', '보이지', '만은', '않아', '.']"
상처,상사 대신 부하한테 쓴 소리를 해야 하니까 마음이 불편해.,"['상사', '대신', '부하', '한테', '쓴', '소리', '를', '해야', '하니까', '마음', '이', '불편해', '.']"
상처,가까운 친구까지 나를 싫어하니 나를 좋아해 주는 사람이 있기는 한 건지 의심스러워.,"['가까운', '친구', '까지', '나를', '싫어하니', '나를', '좋아해', '주는', '사람', '이', '있기는', '한', '건지', '의심스러워', '.']"
상처,다음엔 내 재산을 절대 밝히지 않아야겠어.,"['다음', '엔', '내', '재산', '을', '절대', '밝히지', '않아야겠어', '.']"
상처,그동안 많이 부탁했지만 이번엔 정말로 마지막 부탁이었는데 정말 마음이 아프군.,"['그동안', '많이', '부탁', '했지만', '이번', '엔', '정말로', '마지막', '부탁', '이었는데', '정말', '마음', '이', '아프군', '.']"
상처,형보다 스터디를 잘하지는 못하지만 그래도 형이랑 비교당하는 건 무척 속상해. 나는 나잖아.,"['형', '보다', '스터디', '를', '잘', '하지는', '못', '하지만', '그래도', '형', '이랑', '비교', '당하는', '건', '무척', '속상해', '.', '나', '는', '나잖아', '.']"
상처,왜 이런 말을 들어야 하는지 모르겠고 내가 하는 봉사가 무슨 의미가 있는지 생각이 들어.,"['왜', '이런', '말', '을', '들어야', '하는지', '모르겠고', '내', '가', '하는', '봉사', '가', '무슨', '의미', '가', '있는지', '생각', '이', '들어', '.']"
상처,반년 정도 된 것 같아. 외로워서 너무 힘들어.,"['반년', '정도', '된', '것', '같아', '.', '외로워', '서', '너무', '힘들어', '.']"
상처,체력도 짱짱한데 벌써 내 지위를 박탈당해야 하는 걸까? 나이를 먹으면 죽으라는 거야?,"['체력', '도', '짱짱한데', '벌써', '내', '지위', '를', '박탈', '당해야', '하는', '걸까', '?', '나이', '를', '먹으면', '죽으라는', '거야', '?']"
상처,사 개월 정도 된 것 같아. 친구들은 남편과 아이들과 잘 지내던데 나는 반대라 혼자인 것 같은 느낌이 들어.,"['사', '개월', '정도', '된', '것', '같아', '.', '친구', '들', '은', '남편', '과', '아이', '들', '과', '잘', '지내던데', '나', '는', '반대', '라', '혼자', '인', '것', '같은', '느낌', '이', '들어', '.']"
상처,근데 나보다 더 좋은 결혼식장에서 결혼해. 질투가 나.,"['근데', '나', '보다', '더', '좋은', '결혼식장', '에서', '결혼', '해', '.', '질투', '가', '나', '.']"
상처,성적이 좋아야 좋은 곳에 취업할 수 있는데 난 망했어.,"['성적', '이', '좋아야', '좋은', '곳', '에', '취업', '할', '수', '있는데', '난', '망했어', '.']"
상처,나가서 기분전환을 하고 와야겠어.,"['나가서', '기분', '전환', '을', '하고', '와야겠어', '.']"
상처,해봤자 안 되는 걸 아니까 아무 노력도 하고 싶지 않아.,"['해봤자', '안', '되는', '걸', '아니까', '아무', '노력', '도', '하고', '싶지', '않아', '.']"
상처,전에 일하던 사장님에게 다시 부탁해 봐야겠어.,"['전', '에', '일', '하던', '사장', '님', '에게', '다시', '부탁', '해', '봐야겠어', '.']"
상처,낮은 임금과 열등감으로 동료직원을 불신하게 되었어.,"['낮은', '임금', '과', '열등감', '으로', '동료', '직원', '을', '불신', '하게', '되었어', '.']"
상처,친구들이 나만 빼고 만든 채팅방이 있다는 사실을 알게 되었어.,"['친구', '들', '이', '나', '만', '빼고', '만든', '채팅', '방이', '있다는', '사실', '을', '알', '게', '되었어', '.']"
상처,직장은 다녀봤지만 일을 쉰지 좀 되었고 주위에서도 동업은 하지 말라고 해서 걱정돼.,"['직장', '은', '다녀', '봤지만', '일', '을', '쉰', '지', '좀', '되었고', '주위', '에서도', '동업', '은', '하지', '말', '라고', '해서', '걱정', '돼', '.']"
상처,딸에게 도움이 되는 엄마이기는커녕 아픈 내가 너무 싫다.,"['딸', '에게', '도움', '이', '되는', '엄마', '이기', '는커녕', '아픈', '내', '가', '너무', '싫다', '.']"
상처,내일 대화해 볼 생각이야.,"['내일', '대화', '해', '볼', '생각', '이야', '.']"
상처,혼자 맨날 울고 있어. 절망스럽다.,"['혼자', '맨날', '울', '고', '있어', '.', '절망', '스럽다', '.']"
상처,빨리 건강을 되찾아 도시 생활로 돌아가는 방법밖에는 없는 것 같아.,"['빨리', '건강', '을', '되찾아', '도시', '생활', '로', '돌아가는', '방법', '밖에는', '없는', '것', '같아', '.']"
상처,나는 정말 소인배인가 봐. 이런 내가 싫어.,"['나', '는', '정말', '소인배', '인가', '봐', '.', '이런', '내', '가', '싫어', '.']"
상처,이렇게 비관적인 생각은 그만해야 하는데 그게 쉽지가 않아.,"['이렇게', '비관', '적', '인', '생각', '은', '그만해야', '하는데', '그게', '쉽지가', '않아', '.']"
상처,어. 정말 짜증이 나 죽겠어. 동생이 먼저 나한테 짜증 나게 굴었거든.,"['어', '.', '정말', '짜증', '이', '나', '죽겠어', '.', '동생', '이', '먼저', '나', '한테', '짜증', '나게', '굴었거든', '.']"
상처,같이 나가서 돈 벌어 오는데 집안일은 왜 나만 해야 하는지 모르겠어. 너무 당연하게 생각해.,"['같이', '나가서', '돈', '벌어', '오는데', '집안일', '은', '왜', '나', '만', '해야', '하는지', '모르겠어', '.', '너무', '당연하게', '생각', '해', '.']"
상처,내 상황을 잘 알텐데 신경도 안쓰고 대화도 없어. 자식교육을 잘못했어 너무 힘들어.,"['내', '상황', '을', '잘', '알텐데', '신경', '도', '안', '쓰고', '대화', '도', '없어', '.', '자식', '교육', '을', '잘', '못', '했어', '너무', '힘들어', '.']"
상처,내가 항상 이렇지 뭐. 내 인생은 이제 끝이야.,"['내', '가', '항상', '이렇지', '뭐', '.', '내', '인생', '은', '이제', '끝', '이야', '.']"
상처,나도 친구들과 좋아하는 연예인에 대해 이야기 하고 싶은데 그럴 수 없어서 괴로워.,"['나도', '친구', '들', '과', '좋아하는', '연예인', '에', '대해', '이야기', '하고', '싶은데', '그럴', '수', '없어서', '괴로워', '.']"
상처,어제만 해도 같이 있었는데 어떻게 그런 일이 생길 수 있는지 모르겠어. 너무나 슬프고 마음이 아파.,"['어제', '만', '해도', '같이', '있었는데', '어떻게', '그런', '일이', '생길', '수', '있는지', '모르겠어', '.', '너무나', '슬프고', '마음', '이', '아파', '.']"
상처,내가 정한 진로와 비슷하지만 향후 비전이 있는 진로를 찾아봐야겠어.,"['내', '가', '정', '한', '진로', '와', '비슷하지만', '향후', '비', '전이', '있는', '진로', '를', '찾아봐야겠어', '.']"
상처,회사에서 따돌림당해서 괴로워. 팀원 전체가 나하고만 말을 안 해.,"['회사', '에서', '따돌림', '당해서', '괴로워', '.', '팀', '원', '전체', '가', '나', '하고만', '말', '을', '안', '해', '.']"
상처,응. 내 편을 들어줄 사람이 있으면 좋을 텐데. ,"['응', '.', '내', '편', '을', '들어줄', '사람', '이', '있으면', '좋을', '텐데', '.']"
상처,의사가 알려준 데로 더욱 건강을 위해 노력해야겠어.,"['의사', '가', '알려', '준', '데', '로', '더욱', '건강', '을', '위해', '노력', '해야겠어', '.']"
상처,친구와 달리 나는 결혼을 하느라고 경제 상황의 격차가 커진 것 같아. 열등감이 들어.,"['친구', '와', '달리', '나', '는', '결혼', '을', '하느라고', '경제', '상황', '의', '격차', '가', '커진', '것', '같아', '.', '열등감', '이', '들어', '.']"
상처,내가 학교에서 왕따 당하고 있는데 오늘은 맞기까지 했어.,"['내', '가', '학교', '에서', '왕따', '당하고', '있는데', '오늘', '은', '맞기까지', '했어', '.']"
상처,걸어 다니면 다리에 힘이 너무 빠지는 느낌이 들어.,"['걸어', '다니면', '다리', '에', '힘', '이', '너무', '빠지는', '느낌', '이', '들어', '.']"
상처,전문가의 조언을 구해보고 스스로 적응해 나가야 될 것 같아.,"['전문가', '의', '조언', '을', '구', '해보고', '스스로', '적응해', '나가야', '될', '것', '같아', '.']"
상처,가족을 생각하면서 버티지. 우리 가족을 위해서라면 이것 보다 더한 희생도 가능해.,"['가족', '을', '생각', '하면서', '버티지', '.', '우리', '가족', '을', '위', '해서라면', '이', '것', '보다', '더한', '희생', '도', '가능해', '.']"
상처,남들처럼 살림을 못 불렸다고 나를 무시하고 막 대하는 거 같아.,"['남', '들', '처럼', '살림', '을', '못', '불렸다고', '나를', '무시', '하고', '막', '대하', '는', '거', '같아', '.']"
상처,다른 환자들이랑 얘기할 때는 겉으로는 멀쩡한 것 같지만 속으로는 세상에 버림받은 것 같은 기분이야.,"['다른', '환자', '들', '이랑', '얘기', '할', '때', '는', '겉', '으로는', '멀쩡한', '것', '같지만', '속', '으로는', '세상', '에', '버림', '받은', '것', '같은', '기분', '이야', '.']"
상처,늙어가는 게 무서워. 여기서 더 나이를 먹으면 어떡하지?,"['늙어가는', '게', '무서워', '.', '여기', '서', '더', '나이', '를', '먹으면', '어떡하지', '?']"
상처,내가 알뜰한 편이기는 하지만 이 정도 금액으로 노후를 안정적으로 보낼 수 있을까?,"['내', '가', '알뜰한', '편이', '기는', '하지만', '이', '정도', '금액', '으로', '노후', '를', '안정', '적', '으로', '보낼', '수', '있을까', '?']"
상처,내가 아빠가 없는 걸 아는 친구들이 주변에 소문을 내고 다니는 것 같아서 불안해.,"['내', '가', '아빠', '가', '없는', '걸', '아는', '친구', '들', '이', '주변', '에', '소문', '을', '내고', '다니는', '것', '같아서', '불안해', '.']"
상처,친구들이랑 만나서 남편 욕이나 실컷 하려고.,"['친구', '들', '이랑', '만나서', '남편', '욕', '이나', '실컷', '하려고', '.']"
상처,믿을만한 친구들에게 이야기했는데 이 말을 듣고 불편해하더라.,"['믿을만한', '친구', '들', '에게', '이야기', '했는데', '이', '말', '을', '듣고', '불편해하더라', '.']"
상처,사별하고 혼자 사는 것이 정말 힘드네.,"['사별', '하고', '혼자', '사는', '것', '이', '정말', '힘드네', '.']"
상처,생일파티에 친구들을 초대했는데 아무도 안 와서 슬퍼.,"['생일', '파티', '에', '친구', '들', '을', '초대', '했는데', '아무', '도', '안', '와서', '슬퍼', '.']"
상처,사춘기가 온 거 같아. 내가 좀 더 신경 써야지.,"['사춘기', '가', '온', '거', '같아', '.', '내', '가', '좀', '더', '신경', '써야지', '.']"
상처,친구들 신경 쓰지 말고 더 열심히 살아야겠어.,"['친구', '들', '신경', '쓰지', '말고', '더', '열심히', '살아야겠어', '.']"
상처,친척들이 우리 가족만 따로 연락도 않고 따돌리고 있어.,"['친척', '들', '이', '우리', '가족', '만', '따로', '연락', '도', '않고', '따돌리고', '있어', '.']"
상처,친구랑 술 한잔하면서 기분을 풀어야겠어.,"['친구', '랑', '술', '한잔', '하면서', '기분', '을', '풀어야겠어', '.']"
상처,나의 꿈이 과학자라서 좀 더 열심히 공부를 파고 들면 나아지겠지.,"['나', '의', '꿈', '이', '과학자', '라서', '좀', '더', '열심히', '공부', '를', '파고', '들면', '나아지겠지', '.']"
상처,내가 병에 걸리자 아내가 나를 떠났어. 배신당한 기분이야.,"['내', '가', '병', '에', '걸리자', '아내', '가', '나를', '떠났어', '.', '배신', '당', '한', '기분', '이야', '.']"
상처,휠체어를 타고 생활하는데 고등학교 졸업 이후에 내가 취업이나 할 수 있을까?,"['휠체어', '를', '타고', '생활', '하는데', '고등학교', '졸업', '이후', '에', '내', '가', '취업', '이나', '할', '수', '있을까', '?']"
상처,지체장애가 있는 내가 경찰이 되고 싶다는 꿈은 갖지 말아야 해.,"['지체', '장애', '가', '있는', '내', '가', '경찰', '이', '되고', '싶다는', '꿈', '은', '갖지', '말아야', '해', '.']"
상처,얘기 나눌 사람도 없으니 너무 인생이 허탈해. 내 인생이 실패한 것만 같네.,"['얘기', '나눌', '사람', '도', '없으니', '너무', '인생', '이', '허탈해', '.', '내', '인생', '이', '실패한', '것', '만', '같네', '.']"
상처,내가 딸에게 정서적으로 지지가 되지 않았나 봐. 앞으로도 딸과의 관계는 실패해버리고 말 거야.,"['내', '가', '딸', '에게', '정서', '적', '으로', '지지', '가', '되지', '않았나', '봐', '.', '앞', '으로도', '딸', '과의', '관계', '는', '실패해', '버리고', '말', '거야', '.']"
상처,긍정적으로 생각해야지. 요양원에서 또래와 같이 있는 게 마음이 더 편할 거야.,"['긍정', '적', '으로', '생각', '해야지', '.', '요양원', '에서', '또래', '와', '같이', '있는', '게', '마음', '이', '더', '편할', '거야', '.']"
상처,요즘 몸이 안 좋은데 나는 하루 벌어 하루 사는 사람이라 일을 쉴 수가 없어서 병원에 갈 수가 없어.,"['요즘', '몸', '이', '안', '좋은데', '나', '는', '하루', '벌어', '하루', '사는', '사람', '이라', '일', '을', '쉴', '수가', '없어서', '병원', '에', '갈', '수가', '없어', '.']"
상처,맞아. 지금까지 내가 해준 게 얼만데 분가를 한다고 하는지 배신당한 기분이야.,"['맞아', '.', '지금', '까지', '내', '가', '해준', '게', '얼', '만', '데', '분가', '를', '한다고', '하는지', '배신', '당', '한', '기분', '이야', '.']"
상처,학점도 관리 잘하고 토익도 점수 많이 올렸는데 나보다 못한 애가 취업이 됐어!,"['학점', '도', '관리', '잘', '하고', '토익', '도', '점수', '많이', '올렸는데', '나', '보다', '못', '한', '애가', '취업', '이', '됐어', '!']"
상처,우리 손자들은 할머니인 나보다 할아버지가 더 좋다고 얘기해서 서운하네.,"['우리', '손자', '들', '은', '할머니', '인', '나', '보다', '할아버지', '가', '더', '좋다고', '얘기', '해서', '서운하네', '.']"
상처,마주치기만 하면 싸우니까 아예 회피성이 된 것 같아 내 태도가 걱정돼.,"['마주치기만', '하면', '싸우니까', '아예', '회피', '성', '이', '된', '것', '같아', '내', '태도', '가', '걱정', '돼', '.']"
상처,어머니가 집을 나가시고 우울증이 생겼어. 어머니에게 잘못한 세월이 너무 후회돼.,"['어머니', '가', '집', '을', '나가시', '고', '우울증', '이', '생겼어', '.', '어머니', '에게', '잘못', '한', '세월', '이', '너무', '후회', '돼', '.']"
상처,내가 살아봐야 얼마나 산다고 이식을 받고 아내는 나 때문에 보험도 없어서 걱정이야.,"['내', '가', '살', '아', '봐야', '얼마나', '산다', '고', '이식', '을', '받고', '아내', '는', '나', '때문', '에', '보험', '도', '없어서', '걱정', '이야', '.']"
상처,응. 아버지가 술을 마시면 난폭해져서 힘들어.,"['응', '.', '아버지', '가', '술', '을', '마시면', '난폭해져서', '힘들어', '.']"
상처,가족이 내가 이렇게 아플 때만이라도 나에게 집중해줬으면 좋겠어.,"['가족', '이', '내', '가', '이렇게', '아플', '때', '만이라도', '나', '에게', '집중', '해줬으면', '좋겠어', '.']"
상처,있긴 한데 연락하기가 좀 망설여지네.,"['있긴', '한데', '연락', '하기가', '좀', '망설여지네', '.']"
상처,지금은 어떻게 해야 할지 모르겠어. 집에 가서 곰곰이 고민해봐야겠어.,"['지금', '은', '어떻게', '해야', '할지', '모르겠어', '.', '집', '에', '가서', '곰곰', '이', '고민', '해봐야겠어', '.']"
상처,언제부터 몸이 좋지 않더니 병이 생긴 걸 알았어. 내 인생은 망했어.,"['언제', '부터', '몸', '이', '좋지', '않더니', '병', '이', '생긴', '걸', '알았어', '.', '내', '인생', '은', '망했어', '.']"
상처,점심시간에 친구들이 나만 두고 급식을 먹으러 갔어. 점심을 혼자 먹어서 외로웠어.,"['점심시간', '에', '친구', '들', '이', '나', '만', '두고', '급식', '을', '먹으러', '갔어', '.', '점심', '을', '혼자', '먹어서', '외로웠어', '.']"
상처,이렇게 하루 벌어 하루 먹고 살기도 힘든데 더는 일도 못 하게 생겼어.,"['이렇게', '하루', '벌어', '하루', '먹고', '살기', '도', '힘든데', '더', '는', '일도', '못', '하게', '생겼어', '.']"
상처,안절부절못하겠군. 아내가 출산하면서 지르는 소리가 들리니 말이야.,"['안절부절', '못', '하겠군', '.', '아내', '가', '출산', '하면서', '지르는', '소리', '가', '들리니', '말', '이야', '.']"
상처,내 자아가 혼란스러워서 계속 결혼을 이어나가야 하는지 모르겠어.,"['내', '자아', '가', '혼란', '스러워서', '계속', '결혼', '을', '이', '어나', '가야', '하는지', '모르겠어', '.']"
상처,관절염이 점점 심해져서 소소하게 용돈 벌이 하던 일마저도 하지 못하게 됐어.,"['관절염', '이', '점점', '심해져서', '소소하게', '용돈', '벌이', '하던', '일', '마저도', '하지', '못', '하게', '됐어', '.']"
상처,응 그치만 내가 관여하지 않으면 처치곤란일 것 같아.,"['응', '그치만', '내', '가', '관여', '하지', '않으면', '처치', '곤란', '일', '것', '같아', '.']"
상처,오랜만에 동창회에 갔었어. 거기서 예전에 외모도 못생기고 공부도 못하던 애를 만났는데 걔가 지금 엄청나게 잘 사는 거야.,"['오랜', '만', '에', '동창회', '에', '갔었어', '.', '거기', '서', '예전', '에', '외모', '도', '못', '생기고', '공부', '도', '못', '하던', '애', '를', '만났는데', '걔', '가', '지금', '엄청나게', '잘', '사는', '거야', '.']"
상처,잊을만하면 단톡방에서 그 이야기가 나와. 계속 상처가 되니까 이제 그만했으면 좋겠어.,"['잊을', '만하', '면', '단', '톡방', '에서', '그', '이야기', '가', '나와', '.', '계속', '상처', '가', '되니까', '이제', '그만했으면', '좋겠어', '.']"
상처,코로나로 회사 경기가 안 좋다 보니 그만두라고 하는군.,"['코로나', '로', '회사', '경기', '가', '안', '좋다', '보니', '그만두라고', '하는군', '.']"
상처,우리 반에 왕따 당하는 애가 있거든.,"['우리', '반', '에', '왕따', '당하는', '애가', '있거든', '.']"
상처,요새 아들 병 때문에 돈이 계속 나가네. 여러모로 초조해지고 있어.,"['요새', '아들', '병', '때문', '에', '돈', '이', '계속', '나가네', '.', '여러', '모로', '초조해지고', '있어', '.']"
상처,고민 중이야. 이야기해야 할지 말아야 할지. 어떤 거든 상처로 남을 거 같아.,"['고민', '중이', '야', '.', '이야기', '해야', '할지', '말아야', '할지', '.', '어떤', '거든', '상처', '로', '남', '을', '거', '같아', '.']"
상처,치료 후에는 몸이 축 쳐져.,"['치료', '후', '에는', '몸', '이', '축', '쳐져', '.']"
상처,지금이라도 늦지 않았으니 얼른 철회하라고 해야 할까? 이미 늦었으면 어떡하지?,"['지금', '이라도', '늦지', '않았으니', '얼른', '철회', '하', '라고', '해야', '할까', '?', '이미', '늦었으면', '어떡하지', '?']"
상처,오늘 학교에서 속상한 사건이 있었어.,"['오늘', '학교', '에서', '속상한', '사건', '이', '있었어', '.']"
상처,어느 한 곳에서 장기로 일하지 못하다 보니 내가 실패한 사람처럼 느껴져.,"['어느', '한', '곳', '에서', '장기로', '일', '하지', '못', '하다', '보니', '내', '가', '실패한', '사람', '처럼', '느껴져', '.']"
상처,남편도 육아가 얼마나 힘든지 알아야 해. 당분간 남편에게 육아를 맡기고 살을 빼기 위해 운동에 전념해야겠어.,"['남편', '도', '육아', '가', '얼마나', '힘', '든지', '알아야', '해', '.', '당분간', '남편', '에게', '육아', '를', '맡기고', '살', '을', '빼기', '위해', '운동', '에', '전념', '해야겠어', '.']"
상처,친구들은 다 취직했는데 나만 취직을 못 한 것 같아.,"['친구', '들', '은', '다', '취직', '했는데', '나', '만', '취직', '을', '못', '한', '것', '같아', '.']"
상처,학교폭력을 당해서 스승님께 도움을 요청했는데 오히려 귀찮다는 듯이 나를 바라보고 가셨어.,"['학교폭력', '을', '당해서', '스승', '님', '께', '도움', '을', '요청', '했는데', '오히려', '귀찮다는', '듯이', '나를', '바라보고', '가셨어', '.']"
상처,계속 이렇게 지낼 수는 없는데 만나면 너무 껄끄러울 거 같아.,"['계속', '이렇게', '지낼', '수', '는', '없는데', '만나면', '너무', '껄끄러울', '거', '같아', '.']"
상처,성적은 모두 똑같이 받는데 나만 혼자 고생해서 너무 억울해.,"['성적', '은', '모두', '똑같이', '받는데', '나', '만', '혼자', '고생', '해서', '너무', '억울해', '.']"
상처,오늘 친구 산후조리원 갔다가 엄청 충격받았어.,"['오늘', '친구', '산후조리원', '갔다가', '엄청', '충격', '받았어', '.']"
상처,손주 재롱 영상이라도 보면 한결 나아.,"['손주', '재롱', '영상', '이라도', '보면', '한결', '나아', '.']"
상처,나 우울증을 가지고 있어서 하는 일이 마다 다 실패하는 거 같아.,"['나', '우울증', '을', '가지', '고', '있어서', '하는', '일이', '마다', '다', '실패하는', '거', '같아', '.']"
상처,그때 상황만 생각하면 짜증 나고 미치겠어. 그 손님 다시 오나 봐라.,"['그때', '상황', '만', '생각', '하면', '짜증', '나고', '미치겠어', '.', '그', '손님', '다시', '오', '나', '봐라', '.']"
상처,남는 시간을 이용해서 할 수 있는 일자리가 있는지 찾아봐야겠어.,"['남는', '시간', '을', '이용', '해서', '할', '수', '있는', '일자리', '가', '있는지', '찾아봐야겠어', '.']"
상처,슬프고 비관적인 생각이 들 때가 많아.,"['슬프고', '비관', '적', '인', '생각', '이', '들', '때', '가', '많아', '.']"
상처,친구들 때문에 힘들어.,"['친구', '들', '때문', '에', '힘들어', '.']"
상처,원래 따돌림을 당하던 친구가 전학을 가서 갑자기 나를 괴롭혀.,"['원래', '따돌림', '을', '당하던', '친구', '가', '전학', '을', '가서', '갑자기', '나를', '괴롭혀', '.']"
상처,집에 가서 그냥 쉬고 싶어.,"['집', '에', '가서', '그냥', '쉬', '고', '싶어', '.']"
상처,병원에 가서 나한테 정말 문제가 있는지 확인해보려고.,"['병원', '에', '가서', '나', '한테', '정말', '문제', '가', '있는지', '확인', '해보려고', '.']"
상처,평소에 친하게 지내기도 했어서 더 충격적이야.,"['평소', '에', '친하게', '지내기도', '했어서', '더', '충격', '적', '이야', '.']"
상처,돈이 없다고 사실대로 말을 해는 게 좋은 방법인 것 같아.,"['돈', '이', '없다고', '사실', '대로', '말', '을', '해', '는', '게', '좋은', '방법', '인', '것', '같아', '.']"
